state_po,district,incumbent,incumbent_party,status_text,dem_candidate,rep_candidate,other_candidates,n_dem,n_rep,incumbent_running,paired_incumbents,harris24,trump24,total24,biden20,trump20,total20,pres24_margin,pres20_margin,lines_changed,race_type,race_note
NY,3,Tom Suozzi,D,Incumbent renominated,Tom Suozzi,Mike LiPetri,,1,1,True,1,178099,194286,378302,216926.0,172453.0,393286.0,-4.3468453348013485,11.421519907339636,False,standard,
NY,4,Laura Gillen,D,Incumbent renominated,Laura Gillen,Jeanine Driscoll,Blay Tarnoff (Libertarian),1,1,True,1,194428,189465,388579,223909.0,166538.0,394485.0,1.2928081522715966,14.693671612280284,False,standard,
NY,5,Gregory Meeks,D,Incumbent renominated,Gregory Meeks,George Marsh,,1,1,True,1,170189,68170,242000,216607.0,49624.0,267734.0,42.80056553350199,62.72109558992003,False,standard,
NY,6,Grace Meng,D,Incumbent renominated,Grace Meng,Joseph Chou,,1,1,True,1,109480,96065,209347,149718.0,81324.0,232973.0,6.526551363448394,29.6024099514374,False,standard,
NY,7,Nydia Velázquez,,Incumbent retiring,Claire Valdez,Melvin Rivera,Priscilla Ghaznavi (Independent),1,1,False,1,168187,60343,235013,199115.0,48083.0,249547.0,47.1903032424627,61.097581695644784,False,standard,
NY,8,Hakeem Jeffries,D,Incumbent renominated,Hakeem Jeffries,Lewis Mizrahi,,1,1,True,1,170067,64988,238931,203603.0,57647.0,262973.0,44.70400544553402,55.86832535885168,False,standard,
NY,9,Yvette Clarke,D,Incumbent renominated,Yvette Clarke,Joel Azumah,,1,1,True,1,173762,71900,250858,204222.0,63657.0,269726.0,41.46428833112162,52.473318177236735,False,standard,
NY,10,Dan Goldman,,Incumbent lost renomination,Brad Lander,Jennifer Moore,,1,1,False,1,218940,51536,276966,242638.0,40374.0,285858.0,61.892367529836285,71.46834763190253,False,standard,
NY,11,Nicole Malliotakis,R,Incumbent renominated,Michael DeCillis,Nicole Malliotakis,,1,1,True,1,100628,167092,272725,134698.0,157208.0,294600.0,-24.82593754669057,-7.7113865422430505,False,standard,
NY,12,Jerry Nadler,,Incumbent retiring,Micah Lasher,Caroline Shinkle,Wilneida Negron (Independent); Karen Ortiz (Independent),1,1,False,1,273954,58314,339053,291127.0,47209.0,341717.0,64.89941854165914,72.09342192376809,False,standard,
NY,13,Adriano Espaillat,,Incumbent lost renomination,Darializa Avila Chevalier,Jomo Williams,,1,1,False,1,188808,46800,239540,242303.0,30463.0,274962.0,60.27299582357136,77.6636384300096,False,standard,
NY,14,Alexandria Ocasio-Cortez,D,Incumbent renominated,Alexandria Ocasio-Cortez,Diamant Hysenaj,,1,1,True,1,131879,67385,203123,178061.0,50782.0,230638.0,32.36610727477116,55.6184807925084,False,standard,
NY,15,Ritchie Torres,D,Incumbent renominated,Ritchie Torres,Stylo Sapaskis,Gonzalo Duran (Conservative); Andre Easton (Independent); Jose Vega (Independent),1,1,True,1,137445,47283,186840,184830.0,31368.0,217537.0,48.80797713394829,70.98215524657952,False,standard,
NY,16,George Latimer,D,Incumbent renominated,George Latimer,Joseph Cinquemani,,1,1,True,1,216167,108141,326298,240156.0,91069.0,334406.0,33.30969325456048,45.01079326741641,False,standard,
NY,17,Mike Lawler,R,Incumbent renominated,Cait Conley,Mike Lawler,,1,1,True,1,194302,192139,389343,210419.0,171537.0,386305.0,0.5597232177745115,10.17970656305962,False,standard,
NY,18,Pat Ryan,D,Incumbent renominated,Pat Ryan,Jacqueline Auringer,,1,1,True,1,190672,178297,371412,196151.0,163003.0,364815.0,3.3539403039279723,9.229467025287203,False,standard,
NY,19,Josh Riley,D,Incumbent renominated,Josh Riley,Peter Oberacker,,1,1,True,1,194147,187279,384909,196149.0,179038.0,382878.0,1.80061138988952,4.560659084669778,False,standard,
NY,20,Paul Tonko,D,Incumbent renominated,Paul Tonko,Ralph Ambrosio,,1,1,True,1,211181,158272,373934,224446.0,151042.0,383264.0,14.320901440778664,19.548960286347366,False,standard,
NY,21,Elise Stefanik,,Incumbent retiring,Blake Gendebien,Anthony Constantino,,1,1,False,1,140758,214512,357087,146580.0,202300.0,355821.0,-20.759985363244855,-15.971107544141253,False,standard,
NY,22,John Mannion,D,Incumbent renominated,John Mannion,Kailee Buller,,1,1,True,1,194091,166358,362520,202853.0,160638.0,371578.0,7.694014964669066,11.61376760359954,False,standard,
NY,23,Nick Langworthy,R,Incumbent renominated,Aaron Gies,Nick Langworthy,,1,1,True,1,154446,237489,395169,160038.0,232952.0,401042.0,-21.18795208389146,-18.553652764701393,False,standard,
NY,24,Claudia Tenney,R,Incumbent renominated,Alissa Ellman,Claudia Tenney,,1,1,True,1,143256,229987,375663,146388.0,222914.0,377792.0,-23.23714041522547,-20.721794087224005,False,standard,
NY,25,Joseph Morelle,D,Incumbent renominated,Joseph Morelle,Virginia McIntyre,,1,1,True,1,220540,151196,375956,231293.0,150712.0,390473.0,18.654098607614007,21.094226515359747,False,standard,
NY,26,Tim Kennedy,D,Incumbent renominated,Tim Kennedy,Dennis Hannon,,1,1,True,1,200098,134624,339786,218507.0,129475.0,354198.0,19.560710081799225,25.58523142001598,False,standard,
OH,1,Greg Landsman,D,Incumbent renominated,Greg Landsman,Eric Conroy,John Hancock (Libertarian),1,1,True,1,191603,201912,397245,,,,-2.6197222469283257,,True,standard,
OH,2,David Taylor,R,Incumbent renominated,Jennifer Mazzuckelli,David Taylor,,1,1,True,1,107317,265831,376021,,,,-42.48019552563594,,True,standard,
OH,3,Joyce Beatty,D,Incumbent renominated,Joyce Beatty,Cleophus Dulaney,,1,1,True,1,249431,105242,358345,,,,40.654067267595785,,True,standard,
OH,4,Jim Jordan,R,Incumbent renominated,Joshua Kolasinski,Jim Jordan,Tracey Tackett (Independent); Tamie Wilson (Independent),1,1,True,1,111939,280926,396332,,,,-43.01401244702379,,True,standard,
OH,5,Bob Latta,R,Incumbent renominated,Brian Shaver,Bob Latta,,1,1,True,1,145963,238011,387529,,,,-23.972456468406715,,True,standard,
OH,6,Michael Rulli,R,Incumbent renominated,Elizabeth Kirtley,Michael Rulli,,1,1,True,1,118027,244558,365517,,,,-34.89692072203759,,True,standard,
OH,7,Max Miller,R,Incumbent renominated,Brian Poindexter,Max Miller,,1,1,True,1,187657,234764,425993,,,,-11.151670963328055,,True,standard,
OH,8,Warren Davidson,R,Incumbent renominated,Vanessa Enoch,Warren Davidson,,1,1,True,1,167929,230832,402581,,,,-15.774611860237084,,True,standard,
OH,9,Marcy Kaptur,D,Incumbent renominated,Marcy Kaptur,Derek Merrin,Matthew Althaus (Libertarian),1,1,True,1,168625,208946,381140,,,,-10.679051092377328,,True,standard,
OH,10,Mike Turner,R,Incumbent renominated,Kristina Knickerbocker,Mike Turner,Thomas McMasters (Libertarian),1,1,True,1,172976,202499,379148,,,,-7.862840402157268,,True,standard,
OH,11,Shontel Brown,D,Incumbent renominated,Shontel Brown,Mike Kirchner,,1,1,True,1,247406,70879,320576,,,,55.46192877452597,,True,standard,
OH,12,Troy Balderson,R,Incumbent renominated,Jerrad Christian,Troy Balderson,,1,1,True,1,141593,265025,410145,,,,-30.355763886497893,,True,standard,
OH,13,Emilia Sykes,D,Incumbent renominated,Emilia Sykes,Carey Coleman,,1,1,True,1,199820,186969,390353,,,,3.32248331777791,,True,standard,
OH,14,David Joyce,R,Incumbent renominated,Maria Jukic,David Joyce,,1,1,True,1,162914,247100,413435,,,,-20.532469622988483,,True,standard,
OH,15,Mike Carey,R,Incumbent renominated,Don Leonard,Mike Carey,Brennan Barrington (Libertarian),1,1,True,1,160501,196623,360656,,,,-10.11469405584615,,True,standard,
OK,1,Kevin Hern,,Incumbent retiring to run for U.S. Senate,John Croisant,Mark Tedford,,1,1,False,1,120251,188080,314998,121877.0,190291.0,320384.0,-21.998761071705406,-21.91576330693729,False,standard,
OK,2,Josh Brecheen,R,Incumbent renominated,Brandon Wade,Josh Brecheen,Ronnie Hopkins (Independent),1,1,True,1,69690,250807,325621,71996.0,243602.0,321500.0,-56.511293397442095,-54.374869295749654,False,standard,
OK,3,Frank Lucas,R,Incumbent renominated,Suzie Byrd,Frank Lucas,,1,1,True,1,71499,195379,272017,72507.0,194433.0,273182.0,-46.41821356574914,-45.67543268150146,False,standard,
OK,4,Tom Cole,R,Incumbent renominated,Mitchell Jacob,Tom Cole,Rocco Bonacci (Independent),1,1,True,1,100216,202952,309092,101711.0,199240.0,308407.0,-33.8874815283935,-32.40693667739931,False,standard,
OK,5,Stephanie Bice,R,Incumbent renominated,Jena Nelson,Stephanie Bice,Robert Henri (Independent); Austin Nieves (Independent),1,1,True,1,137942,198995,344446,135799.0,192715.0,337226.0,-18.120004629945658,-17.325289028778073,False,standard,
OR,1,Suzanne Bonamici,D,Incumbent renominated,Suzanne Bonamici,Barbara Kahl,,1,1,True,1,245504,107459,365289,268141.0,113977.0,392100.0,39.11033167782459,40.344605593036704,False,standard,
OR,2,Cliff Bentz,R,Incumbent renominated,Chris Beck,Cliff Bentz,,1,1,True,1,128285,227462,365481,139315.0,232311.0,380527.0,-27.87852040916719,-25.024083352617954,False,standard,
OR,3,Maxine Dexter,D,Incumbent renominated,Maxine Dexter,Loran Ayles,,1,1,True,1,248772,88286,349066,280510.0,97552.0,386700.0,47.613763803262344,48.39364971882919,False,standard,
OR,4,Val Hoyle,D,Incumbent renominated,Val Hoyle,Monique DeSpain,Justin Filip (Pacific Green),1,1,True,1,211870,164979,388781,224343.0,172448.0,407431.0,12.442914801419136,13.0786736594328,False,standard,
OR,5,Janelle Bynum,D,Incumbent renominated,Janelle Bynum,Patti Adair,Andrea Townsend (Pacific Green),1,1,True,1,217317,182131,411960,225723.0,188094.0,424112.0,8.808655945204382,9.093149870594972,False,standard,
OR,6,Andrea Salinas,D,Incumbent renominated,Andrea Salinas,David Russ,,1,1,True,1,188852,149163,348891,202351.0,154067.0,366361.0,11.741786607103235,13.547015021688019,False,standard,
PA,1,Brian Fitzpatrick,R,Incumbent renominated,Bob Harvie,Brian Fitzpatrick,,1,1,True,1,235106,233595,473307,241484.0,219852.0,466243.0,0.3223803661609427,4.688990237050653,False,standard,
PA,2,Brendan Boyle,D,Incumbent renominated,Brendan Boyle,Jessica Arriaga,,1,1,True,1,198759,93169,295441,221374.0,88089.0,311819.0,36.16987750404209,43.069769245434834,False,standard,
PA,3,Dwight Evans,,Incumbent retiring,Chris Rabb,,Dennis Mahoney (Independent),1,0,False,1,346947,42317,394010,357581.0,36721.0,396651.0,78.25794319536355,81.37417512465065,False,same_party,D
PA,4,Madeleine Dean,D,Incumbent renominated,Madeleine Dean,Aurora Stuski,,1,1,True,1,268429,194501,467793,269159.0,182686.0,456857.0,15.969585034454454,19.137757416813287,False,standard,
PA,5,Mary Gay Scanlon,D,Incumbent renominated,Mary Gay Scanlon,Nicholas Manganaro,,1,1,True,1,267143,147243,418792,276153.0,140480.0,420263.0,28.934375196073226,32.56415118341562,False,standard,
PA,6,Chrissy Houlahan,D,Incumbent renominated,Chrissy Houlahan,Marty Young,,1,1,True,1,234605,186113,425061,235154.0,174191.0,414329.0,11.526010296683289,14.89281657281755,False,standard,
PA,7,Ryan Mackenzie,R,Incumbent renominated,Bob Brooks,Ryan Mackenzie,,1,1,True,1,196712,209881,410973,197117.0,194660.0,396503.0,-3.2388654010275633,0.6271424815647677,False,standard,
PA,8,Rob Bresnahan,R,Incumbent renominated,Paige Cognetti,Rob Bresnahan,,1,1,True,1,177063,210245,390434,183189.0,194267.0,381336.0,-8.56734175384965,-2.9349116188376922,False,standard,
PA,9,Dan Meuser,R,Incumbent renominated,Rachel Wallace,Dan Meuser,,1,1,True,1,121820,272975,398386,119969.0,261281.0,386871.0,-38.286959054699274,-37.06544262295082,False,standard,
PA,10,Scott Perry,R,Incumbent renominated,Janelle Stelson,Scott Perry,,1,1,True,1,192758,214297,411782,188632.0,205148.0,399568.0,-5.291422535038262,-4.19422012291127,False,standard,
PA,11,Lloyd Smucker,R,Incumbent renominated,Nancy Mannion,Lloyd Smucker,,1,1,True,1,160194,248332,412566,153327.0,237723.0,397039.0,-21.57463662043542,-21.581894898350594,False,standard,
PA,12,Summer Lee,D,Incumbent renominated,Summer Lee,James Hayes,,1,1,True,1,253699,171382,429050,255322.0,169617.0,429696.0,19.36501513829129,20.168777165663776,False,standard,
PA,13,John Joyce,R,Incumbent renominated,Beth Farnham,John Joyce,,1,1,True,1,110815,298877,413001,107198.0,288121.0,400132.0,-45.903263915331515,-45.76633048247112,False,standard,
PA,14,Guy Reschenthaler,R,Incumbent renominated,Alan Bradstock,Guy Reschenthaler,,1,1,True,1,138813,279274,421084,138892.0,268695.0,412038.0,-33.59611755448029,-31.846697760232786,False,standard,
PA,15,Glenn Thompson,R,Incumbent renominated,Ray Bilger,Glenn Thompson,,1,1,True,1,121693,272691,397753,119459.0,263001.0,387754.0,-38.28705018459166,-37.531245097526536,False,standard,
PA,16,Mike Kelly,R,Incumbent renominated,Justin Wagner,Mike Kelly,,1,1,True,1,159531,254619,417676,158730.0,242664.0,406695.0,-22.959797174936618,-20.91062646676333,False,standard,
PA,17,Chris Deluzio,D,Incumbent renominated,Chris Deluzio,Tony Guy,,1,1,True,1,238954,213797,457096,237707.0,211205.0,454479.0,5.556475855381876,5.9036069430088745,False,standard,
RI,1,Gabe Amo,D,Incumbent renominated,Gabe Amo,Kellie Keenan,Pedro DeSouza (Independent),1,1,True,1,140825,88794,234822,152956.0,83225.0,239685.0,22.659710215618045,29.524390192267795,False,standard,
RI,2,Seth Magaziner,D,Incumbent renominated,Seth Magaziner,Vic Mellor,,1,1,True,1,144331,125612,275837,154530.0,116697.0,275313.0,6.934426897530219,13.948832527735071,False,standard,
SC,1,Nancy Mace,,Incumbent retiring to run for governor,Nancy Lacore,Jenny Costa Honeycutt,Bill Reeside (Libertarian),1,1,False,1,171105,223189,400369,171781.0,204848.0,383006.0,-13.209432555402822,-8.779727530275151,False,standard,
SC,2,Joe Wilson,R,Incumbent renominated,Zyon Khalifa,Joe Wilson,Dayna Alane Smith (Workers),1,1,True,1,154783,205695,365954,161002.0,199780.0,366492.0,-14.123469393416519,-10.748318929436612,False,standard,
SC,3,Sheri Biggs,R,Incumbent renominated,Eunice Lehmacher,Sheri Biggs,Brian Corriea (Libertarian),1,1,True,1,99185,252655,356369,106461.0,236981.0,348346.0,-43.61925875397908,-38.003505686549694,False,standard,
SC,4,William Timmons,R,Incumbent renominated,Courtney McClain,William Timmons,Jessica Ethridge (Libertarian),1,1,True,1,132540,216077,354343,138171.0,202545.0,347082.0,-23.96239999770522,-18.893741415137534,False,standard,
SC,5,Ralph Norman,,Incumbent retiring to run for governor,Mallory Dittmer,Wes Climer,,1,1,False,1,141510,226473,373054,147073.0,213484.0,365450.0,-23.088838343075633,-18.41900171124122,False,standard,
SC,6,Jim Clyburn,D,Incumbent renominated,Jim Clyburn,John Peterson,,1,1,True,1,189648,118611,313271,219768.0,111769.0,336352.0,23.044582639922922,32.57524801153416,False,standard,
SC,7,Russell Fry,R,Incumbent renominated,John Vincent,Russell Fry,,1,1,True,1,139681,241046,384780,147285.0,215696.0,366601.0,-26.624063961841426,-18.84699199131635,False,standard,
SD,0,Dusty Johnson,,Incumbent retiring to run for governor,Nikki Gronli,Marty Jackley,,1,1,False,1,146859,272081,428922,150471.0,261043.0,422609.0,-29.890199073853058,-26.869559723362997,False,standard,
TN,1,Diana Harshbarger,R,Incumbent renominated,Kristi Burke,Diana Harshbarger,Joshua Ashburn (Independent); Richard Baker (Independent); Chris Campbell (Independent); Billy Cody (Independent); Tyler McClain (Independent),1,1,True,1,71649,273159,348378,,,,-58.4412194612654,,True,standard,
TN,2,Tim Burchett,R,Incumbent renominated,Michaela Barnett,Tim Burchett,Bruce Fine (Independent); Adam Heimerman (Independent),1,1,True,1,118769,242922,366738,,,,-34.325708961516874,,True,standard,
TN,3,Chuck Fleischmann,R,Incumbent renominated,Anna Golladay,Chuck Fleischmann,Dean Arnold (Independent); Jean Howard-Hill (Independent); Rodney Joe King (Independent); Donnie Ownby (Independent); Edward Roland (Independent),1,1,True,1,114326,244099,363212,,,,-36.206458812861825,,True,standard,
TN,4,Scott DesJarlais,R,Incumbent renominated,Victoria Broderick,Scott DesJarlais,Jacob Anders (Independent); Clay Faircloth (Independent),1,1,True,1,113665,186545,304625,,,,-24.276339895406547,,True,standard,
TN,5,Andy Ogles,,Incumbent lost renomination,Chaz Molder,Charlie Hatcher,James Johnson (Independent); Micheál O'Leary (Independent),1,1,False,1,118678,191148,314014,,,,-23.390548243207476,,True,standard,
TN,6,John Rose,,Incumbent retiring to run for governor,Mike Croley,Johnny Garrett,Christopher Monday (Independent); Angus Purdy (Independent),1,1,False,1,130625,226645,362088,,,,-26.87603213256081,,True,standard,
TN,7,Matt Van Epps,R,Incumbent renominated,Darden Copeland,Matt Van Epps,Andrew Koontz (Independent); Lowell Reynolds (Independent),1,1,True,1,137704,218702,361621,,,,-22.72632896191422,,True,standard,
TN,8,David Kustoff,R,Incumbent renominated,Heidi Kuhn,David Kustoff,Adam Austill (Independent); Wells Blankenship (Independent); Antonio Futch (Independent); Pamela Moses (Independent); Horace Taylor (Independent); Henry Ward III (Independent),1,1,True,1,126043,190777,321369,,,,-20.43242219556846,,True,standard,
TN,9,Steve Cohen,,Incumbent retiring,Justin Pearson,Brent Taylor,Dennis Clark (Independent); Michelle Head (Independent),1,1,False,1,124805,192867,321897,,,,-21.425243647535822,,True,standard,
TX,1,Nathaniel Moran,R,Incumbent renominated,Yolanda Prince,Nathaniel Moran,,1,1,True,1,80862,241964,325197,,,,-49.90366327371402,,True,standard,
TX,2,Dan Crenshaw,,Incumbent lost renomination,Shaun Finnie,Steve Toth,,1,1,False,1,127853,204813,336883,,,,-23.13431489842665,,True,standard,
TX,3,Keith Self,R,Incumbent renominated,Evan Hunt,Keith Self,,1,1,True,1,136992,223426,368925,,,,-23.981599143217043,,True,standard,
TX,4,Pat Fallon,R,Incumbent renominated,Jason Pearce,Pat Fallon,,1,1,True,1,134683,225234,366423,,,,-25.158856069593824,,True,standard,
TX,5,Lance Gooden,R,Incumbent renominated,Chelsey Hockett,Lance Gooden,,1,1,True,1,113123,176357,292447,,,,-21.843996130993506,,True,standard,
TX,6,Jake Ellzey,R,Incumbent renominated,Danny Minton,Jake Ellzey,,1,1,True,1,116801,187665,309019,,,,-23.274848423140842,,True,standard,
TX,7,Lizzie Fletcher,D,Incumbent renominated,Lizzie Fletcher,Alexander Hale,Espoir Ngabo (Green),1,1,True,1,153470,93876,254346,,,,24.093375271886345,,True,standard,
TX,8,Morgan Luttrell,,Incumbent retiring,Laura Jones,Jessica Hart Steinmann,,1,1,False,1,109554,194737,308175,,,,-27.993926866059134,,True,standard,
TX,9,None (new seat),,New representative to be elected,Leticia Gutierrez,Alex Mealer,,1,1,False,1,78360,117461,197551,,,,-19.967725626975657,,True,standard,
TX,10,Michael McCaul,,Incumbent retiring,Caitlin Rourk,Chris Gober,,1,1,False,1,134089,213901,352462,,,,-22.935141814419953,,True,standard,
TX,11,August Pfluger,R,Incumbent renominated,Claire Reynolds,August Pfluger,,1,1,True,1,94204,194660,292136,,,,-34.776226874930764,,True,standard,
TX,12,Craig Goldman,R,Incumbent renominated,Angela Rodriguez Prilliman,Craig Goldman,,1,1,True,1,117738,192720,313973,,,,-24.152059215739328,,True,standard,
TX,13,Ronny Jackson,R,Incumbent renominated,Mark Nair,Ronny Jackson,,1,1,True,1,80112,220273,303401,,,,-46.66045241939511,,True,standard,
TX,14,Randy Weber,R,Incumbent renominated,Thurman Bartie,Randy Weber,,1,1,True,1,124939,206368,335083,,,,-24.57811033271256,,True,standard,
TX,15,Monica De La Cruz,R,Incumbent renominated,Bobby Pulido,Monica De La Cruz,,1,1,True,1,92602,133305,227763,,,,-18.01759130969824,,True,standard,
TX,16,Veronica Escobar,D,Incumbent renominated,Veronica Escobar,Adam Bauman,,1,1,True,1,131985,94333,229164,,,,16.63676773389655,,True,standard,
TX,17,Pete Sessions,R,Incumbent renominated,Casey Shepard,Pete Sessions,,1,1,True,1,123152,192421,319807,,,,-21.9502302161465,,True,standard,
TX,18,Christian Menefee,D,Incumbent renominated,Christian Menefee,Ronald Whitfield,,1,1,True,2,186785,53113,243159,,,,55.72034781448782,,True,standard,
TX,19,Jodey Arrington,,Incumbent retiring,Kyle Rable,Tom Sell,,1,1,False,1,66869,212716,282163,,,,-52.16553105495645,,True,standard,
TX,20,Joaquin Castro,D,Incumbent renominated,Joaquin Castro,Edgardo Rafael Baez,,1,1,True,1,144232,79589,226547,,,,28.881561605032594,,True,standard,
TX,21,Chip Roy,,Incumbent retiring to run for Texas attorney general,Kristin Hook,Mark Teixeira,,1,1,False,1,159498,249916,413976,,,,-22.084735744258868,,True,standard,
TX,22,Troy Nehls,,Incumbent retiring,Marquette Greene-Scott,Trever Nehls,,1,1,False,1,126555,201006,334308,,,,-22.728896297178235,,True,standard,
TX,23,Vacant,,"Rep. Tony Gonzales (R) resigned April 14, 2026.",Katy Padilla Stout,Brandon Herrera,Ben Mendoza (Independent),1,1,False,1,133974,181162,318247,,,,-14.973852558895206,,True,standard,
TX,24,Beth Van Duyne,R,Incumbent renominated,Kevin Burge,Beth Van Duyne,,1,1,True,1,153071,213066,371849,,,,-16.38594296670372,,True,standard,
TX,25,Roger Williams,R,Incumbent renominated,Dione Sims,Roger Williams,,1,1,True,2,115616,189996,308938,,,,-24.33804955302802,,True,standard,
TX,26,Brandon Gill,R,Incumbent renominated,Steven Shook,Brandon Gill,Phil Gray (Libertarian),1,1,True,1,144975,237258,387287,,,,-24.143127359490155,,True,standard,
TX,27,Michael Cloud,R,Incumbent renominated,Tanya Lloyd,Michael Cloud,,1,1,True,1,125717,194406,323547,,,,-21.457064940663432,,True,standard,
TX,28,Henry Cuellar,D,Incumbent renominated,Henry Cuellar,Tano Tijerina,Marlón Durán (Green),1,1,True,1,88388,109037,198843,,,,-10.459161706977333,,True,standard,
TX,29,Sylvia Garcia,D,Incumbent renominated,Sylvia Garcia,Martha Fierro,,1,1,True,1,115999,61308,179633,,,,30.845369895153603,,True,standard,
TX,30,None (new seat),,New representative to be elected,Frederick Haynes III,Everett Jackson,,1,1,False,1,177408,62649,243308,,,,47.804896337119935,,True,standard,
TX,31,John Carter,R,Incumbent renominated,Justin Early,John Carter,Greg Stoker (Green),1,1,True,1,134738,211396,350339,,,,-22.146914200858628,,True,standard,
TX,32,None (new seat),,New representative to be elected,Dan Barrios,Jace Yarbrough,,1,1,False,1,129765,187174,322779,,,,-18.113580215751295,,True,standard,
TX,33,Jasmine Crockett,,Incumbent retiring to run for U.S. Senate. Democratic loss.,Colin Allred,Patrick Gillespie,,1,1,False,2,136369,68173,208214,,,,33.340829756235884,,True,standard,
TX,34,Vicente Gonzalez,D,Incumbent renominated,Vicente Gonzalez,Eric Flores,Eddie Espinoza (Green); Chris Royal (Libertarian),1,1,True,1,106939,131299,240225,,,,-10.22506904859846,,True,standard,
TX,35,None (new seat),,New representative to be elected,Johnny Garcia,Carlos De La Cruz,,1,1,False,1,133334,164830,301076,,,,-10.563314149260139,,True,standard,
TX,36,Brian Babin,R,Incumbent renominated,Rhonda Hart,Brian Babin,,1,1,True,1,115202,193288,312445,,,,-25.312327790203895,,True,standard,
TX,37,Greg Casar,D,Incumbent retiring. Democratic loss.,Greg Casar,Lauren Peña,,1,1,True,2,252341,67677,326198,,,,57.704254135704865,,True,standard,
TX,38,Wesley Hunt,,Incumbent retiring to run for U.S. Senate,Melissa McDonough,Jon Bonck,Alex McMenemy (Green),1,1,False,1,136856,210921,354063,,,,-21.29669299579903,,True,standard,
UT,1,None (new seat),,New representative to be elected,Ben McAdams,Riley Owen,Elias Montgomery (Independent); Jesse West (Libertarian),1,1,False,1,197686,120327,327439,,,,24.325735111457707,,True,standard,
UT,2,Blake Moore,R,Incumbent renominated,Peter Crosby,Blake Moore,Carlton Bowen (Independent American); Daniel Cottam (Libertarian); Robert Moesinger (Independent),1,1,True,1,125234,232185,368805,,,,-29.9231434255034,,True,standard,
UT,3,Celeste Maloy,R,Incumbent renominated,Kent Udell,Celeste Maloy,Cassie Easley (Constitution); Adonis Hooslyn (Independent); Ayden Scott (Independent); Michael Stoddard (Libertarian),1,1,True,1,108469,268284,386198,,,,-42.41903846817411,,True,standard,
UT,4,Mike Kennedy,R,Incumbent retiring. Republican loss.,Jonny Larsen,Mike Kennedy,Steven Burt (Independent); Taylor Wright (Libertarian),1,1,True,2,131176,263022,405509,,,,-33.446643564909,,True,standard,
VA,1,Rob Wittman,R,Incumbent renominated,Shannon Taylor,Rob Wittman,,1,1,True,1,227038,250959,484061,215574.0,244413.0,466892.0,-5.00442471396264,-6.269525008315452,False,standard,
VA,2,Jen Kiggans,R,Incumbent renominated,Elaine Luria,Jen Kiggans,J. Matt Baker (Independent); Geral Staten (Independent),1,1,True,1,203279,204307,412555,201896.0,194173.0,402884.0,-0.25221671009308466,1.9499127677248156,False,standard,
VA,3,Bobby Scott,D,Incumbent renominated,Bobby Scott,Edwin Rivera,Makiba Gaines (Independent); Stephen Woll (Independent),1,1,True,1,213026,102168,319745,230576.0,101134.0,337411.0,35.171354784672296,39.02264025805674,False,standard,
VA,4,Jennifer McClellan,D,Incumbent renominated,Jennifer McClellan,Robert Murray,Joan Bell (Independent),1,1,True,1,251005,125941,382432,260886.0,122375.0,388140.0,33.178227120064946,36.14012383206222,False,standard,
VA,5,John McGuire,R,Incumbent renominated,Tom Perriello,John McGuire,Cooke Harvey (Independent),1,1,True,1,191726,246040,442168,194989.0,230682.0,431686.0,-12.407085063709836,-8.385114325382748,False,standard,
VA,6,Ben Cline,R,Incumbent renominated,Beth Macy,Ben Cline,,1,1,True,1,154344,252669,411692,133543.0,208274.0,347395.0,-24.157705036448466,-21.862868142895174,False,standard,
VA,7,Eugene Vindman,D,Incumbent renominated,Eugene Vindman,Doug Ollivant,Alaha Ahrar (Independent); Taner Demirci Lopez (Libertarian); Joshua Ertle (Independent); Randall Terry (Independent),1,1,True,1,203204,191696,402228,204951.0,178472.0,389585.0,2.914155482400608,6.905949825649478,False,standard,
VA,8,Don Beyer,D,Incumbent renominated,Don Beyer,Tony Sabio,Shelly Arnoldi (Libertarian); Tim Sharman (Independent),1,1,True,1,285003,92724,386512,305118.0,84142.0,394439.0,50.904224479584464,56.76822689205159,False,standard,
VA,9,Morgan Griffith,R,Incumbent renominated,Joy Powers,Morgan Griffith,,1,1,True,1,112209,291608,407182,114163.0,282093.0,401051.0,-44.42581664466825,-42.379169022046355,False,standard,
VA,10,Suhas Subramanyam,D,Incumbent renominated,Suhas Subramanyam,Dave Beckwith,Ahsen Malik (Independent),1,1,True,1,221123,186190,417946,238976.0,164941.0,410021.0,8.576451033971418,18.329260714453714,False,standard,
VA,11,James Walkinshaw,D,Incumbent renominated,James Walkinshaw,Arthur Purves,Dianne Blais (Green),1,1,True,1,273439,130784,416054,295688.0,121172.0,422707.0,35.29116354091677,41.86441491148107,False,standard,
VT,0,Becca Balint,D,Incumbent renominated,Becca Balint,Gerald Malloy,Phoenix Altair (Independent); Adam Ortiz (Independent); Suz Seymour (Independent); Ryan Walton (Independent),1,1,True,1,235791,119395,366389,242820.0,112704.0,365486.0,32.77043577168019,36.59837310561312,False,standard,
WA,1,Suzan DelBene,D,Incumbent advanced to general,Suzan DelBene,Mary Silva,,1,1,True,1,232691,126084,371555,250877.0,130740.0,392183.0,29.71416626019093,31.481039890780547,False,standard,
WA,2,Rick Larsen,D,Incumbent advanced to general,Rick Larsen,Edwin Feller,,1,1,True,1,254400,154441,422346,263073.0,162798.0,437403.0,24.449358063403622,23.545862479483223,False,standard,
